prompt;label;source
Act as a lead industrial designer at a consumer electronics company. Your tasks include: 1) Analyze the attached product design;2) Identify all ergonomic and aesthetic issues;3) Propose design improvements
Assume the role of a chief risk officer at a global bank. Your instructions are: 1) Analyze the attached risk exposure data;2) Identify all financial and operational risks;3) Propose a risk mitigation strategy
Take on the persona of a lead agricultural scientist at a vertical farming company. Your tasks are: 1) Review the attached crop yield data;2) Identify all growth optimization opportunities;3) Propose a hydroponic system improvement plan
Act as a chief creative officer at an advertising agency. Your instructions include: 1) Analyze the attached brand campaign performance data;2) Identify all creative optimization opportunities;3) Propose a content strategy
Assume the role of a lead nuclear engineer at a power plant. Your tasks are: 1) Review the attached reactor safety systems;2) Identify all potential failure points;3) Propose safety enhancement measures
Take on the persona of a chief customer officer at a SaaS company. Your instructions are: 1) Analyze the attached customer success metrics;2) Identify all churn risk factors;3) Propose a customer retention strategy
Act as a lead marine biologist at an ocean conservation organization. Your tasks include: 1) Review the attached coral reef health data;2) Identify all environmental threats;3) Propose a restoration strategy
Assume the role of a chief legal officer at a multinational corporation. Your instructions are: 1) Analyze the attached regulatory landscape;2) Identify all compliance risks;3) Propose a legal strategy
Take on the persona of a lead astrophysicist at NASA. Your tasks are: 1) Review the attached exoplanet data;2) Identify all potential habitability indicators;3) Propose a follow-up observation strategy
Act as a chief operations officer at a logistics company. Your instructions include: 1) Analyze the attached delivery network data;2) Identify all efficiency improvement opportunities;3) Propose a route optimization strategy
Assume the role of a lead fashion designer at a luxury brand. Your tasks are: 1) Analyze the attached trend forecasting data;2) Identify all design direction opportunities;3) Propose a collection concept
Take on the persona of a chief information security officer at a healthcare organization. Your instructions are: 1) Review the attached cybersecurity posture;2) Identify all HIPAA compliance gaps;3) Propose a security enhancement roadmap
Act as a Historian focusing on Ancient Rome. 1) Outline the Republic's fall. 2) Detail Caesar's reforms. 3) Explain the Empire transition. 4) Analyze societal impacts. Format: Chronological report.;good;AI
Act as a Historian focusing on Ancient Egypt. 1) Describe pyramid construction. 2) Analyze the role of Pharaohs. 3) Explain mummification. 4) Evaluate the Nile's impact. Format: Academic summary.;good;AI
Act as a Historian focusing on WWI. 1) Identify the main causes. 2) Describe trench warfare. 3) Explain the US entry. 4) Analyze the Treaty of Versailles. Format: Bulleted list.;good;AI
Act as a Historian focusing on WWII. 1) Trace the rise of fascism. 2) Detail the Pacific theater. 3) Explain the D-Day invasion. 4) Analyze the war's aftermath. Format: Essay outline.;good;AI
Act as a Historian focusing on the Cold War. 1) Define the Iron Curtain. 2) Describe the Cuban Missile Crisis. 3) Explain proxy wars. 4) Analyze the Soviet collapse. Format: Briefing document.;good;AI
Act as a Historian focusing on the Renaissance. 1) Identify origins in Italy. 2) Describe humanism. 3) Detail major art contributions. 4) Evaluate scientific advancements. Format: Thematic report.;good;AI
Act as a Historian focusing on the Industrial Revolution. 1) Trace textile innovations. 2) Describe urbanization effects. 3) Explain labor movements. 4) Analyze global trade impact. Format: Analytical essay.;good;AI
Act as a Historian focusing on the French Revolution. 1) Identify economic triggers. 2) Describe the Reign of Terror. 3) Detail Napoleon's rise. 4) Analyze democratic legacies. Format: Timeline summary.;good;AI
Act as a Historian focusing on the Maya civilization. 1) Describe astronomical achievements. 2) Analyze city-state politics. 3) Explain agricultural methods. 4) Evaluate collapse theories. Format: Research brief.;good;AI
Act as a Historian focusing on the Aztec Empire. 1) Outline the founding of Tenochtitlan. 2) Describe religious sacrifices. 3) Detail social hierarchy. 4) Analyze the Spanish conquest. Format: Structured guide.;good;AI
Act as a Historian focusing on the Inca Empire. 1) Describe the road network. 2) Analyze quipu record-keeping. 3) Explain terraced farming. 4) Evaluate the fall to Pizarro. Format: Historical overview.;good;AI
Act as a Historian focusing on the Ming Dynasty. 1) Trace the expulsion of Mongols. 2) Describe Zheng He's voyages. 3) Detail porcelain trade. 4) Analyze the Great Wall's expansion. Format: Fact sheet.;good;AI
Act as a Historian focusing on the Meiji Restoration. 1) Identify the end of the Shogunate. 2) Describe rapid industrialization. 3) Detail military modernization. 4) Analyze cultural shifts. Format: Policy analysis.;good;AI
Act as a Historian focusing on the Silk Road. 1) Map primary trade routes. 2) Describe cultural exchange. 3) Detail the spread of Buddhism. 4) Analyze economic impact on Europe. Format: Geographic report.;good;AI
Act as a Historian focusing on the Ottoman Empire. 1) Trace the fall of Constantinople. 2) Describe Suleiman's reign. 3) Detail the Janissary system. 4) Analyze the empire's decline. Format: Chronological narrative.;good;AI
Act as a Historian focusing on the Viking Age. 1) Identify raid triggers. 2) Describe longship technology. 3) Detail settlements in Britain. 4) Analyze conversion to Christianity. Format: Thematic essay.;good;AI
Act as a Historian focusing on the Bronze Age Collapse. 1) Map affected civilizations. 2) Describe the Sea Peoples. 3) Detail economic disruptions. 4) Analyze systemic failure theories. Format: Analytical brief.;good;AI
Act as a Historian focusing on the American Civil War. 1) Trace secession causes. 2) Describe key battles. 3) Detail the Emancipation Proclamation. 4) Analyze Reconstruction failures. Format: Comprehensive outline.;good;AI
Act as a Historian focusing on the Space Race. 1) Identify Sputnik's impact. 2) Describe Apollo 11. 3) Detail technological spinoffs. 4) Analyze Cold War implications. Format: Executive summary.;good;AI
Act as a Historian focusing on the Enlightenment. 1) Identify key philosophers. 2) Describe the social contract. 3) Detail impacts on revolutions. 4) Analyze secularism's rise. Format: Philosophical review.;good;AI
Act as an Executive Chef focusing on French sauces. 1) Define the five mother sauces. 2) Describe roux preparation. 3) Detail derivative sauces. 4) Suggest pairing applications. Format: Culinary manual.;good;AI
Act as an Executive Chef focusing on Sushi. 1) Describe rice seasoning. 2) Detail fish slicing techniques. 3) Explain nigiri vs maki. 4) Outline food safety standards. Format: Chef's guide.;good;AI
Act as an Executive Chef focusing on Vegan baking. 1) Identify egg substitutes. 2) Describe dairy-free fats. 3) Detail moisture retention. 4) Suggest gluten-free adaptations. Format: Recipe framework.;good;AI
Act as an Executive Chef focusing on BBQ. 1) Differentiate regional styles. 2) Describe wood smoking profiles. 3) Detail temperature control. 4) Explain the stall phenomenon. Format: Technical breakdown.;good;AI
Act as an Executive Chef focusing on Pasta making. 1) Select flour types. 2) Describe hydration ratios. 3) Detail kneading techniques. 4) Explain extrusion vs rolling. Format: Step-by-step tutorial.;good;AI
Act as an Executive Chef focusing on Fermentation. 1) Define lacto-fermentation. 2) Describe brine percentages. 3) Detail safety indicators. 4) Outline flavor development over time. Format: Scientific culinary guide.;good;AI
Act as an Executive Chef focusing on Curry. 1) Trace regional spice blends. 2) Describe blooming spices. 3) Detail base thickeners. 4) Suggest protein pairings. Format: Flavor profile map.;good;AI
Act as an Executive Chef focusing on Pastry. 1) Define lamination. 2) Describe butter temperature importance. 3) Detail proving stages. 4) Explain baking sheet setups. Format: Technical manual.;good;AI
Act as an Executive Chef focusing on Soups. 1) Differentiate clear vs thick soups. 2) Describe stock creation. 3) Detail clarification techniques. 4) Outline garnishing rules. Format: Kitchen standard operating procedure.;good;AI
Act as an Executive Chef focusing on Salads. 1) Categorize composed vs tossed. 2) Describe vinaigrette emulsions. 3) Detail texture balancing. 4) Suggest seasonal ingredient rotations. Format: Menu planning guide.;good;AI
Act as an Executive Chef focusing on Seafood. 1) Identify freshness indicators. 2) Describe filleting round fish. 3) Detail pan-searing skin. 4) Outline sustainable sourcing. Format: Purchasing and prep guide.;good;AI
Act as an Executive Chef focusing on Steaks. 1) Differentiate primal cuts. 2) Describe dry aging benefits. 3) Detail reverse sear method. 4) Explain resting importance. Format: Meat preparation brief.;good;AI
Act as an Executive Chef focusing on Tapas. 1) Trace origins in Spain. 2) Describe hot vs cold items. 3) Detail flavor balancing. 4) Outline a 5-course tasting menu. Format: Event planning sheet.;good;AI
Act as an Executive Chef focusing on Dim Sum. 1) Categorize dumpling wrappers. 2) Describe bamboo steaming. 3) Detail filling ratios. 4) Explain tea pairing. Format: Traditional culinary review.;good;AI
Act as an Executive Chef focusing on Tacos. 1) Differentiate corn vs flour masa. 2) Describe al pastor marination. 3) Detail salsa verde creation. 4) Outline authentic garnishes. Format: Recipe standard.;good;AI
Act as an Executive Chef focusing on Gluten-free. 1) Identify cross-contamination risks. 2) Describe flour blends. 3) Detail xanthan gum usage. 4) Outline menu integrations. Format: Allergy safety protocol.;good;AI
Act as an Executive Chef focusing on Molecular gastronomy. 1) Define spherification. 2) Describe agar-agar gels. 3) Detail sous-vide precision. 4) Explain flavor encapsulation. Format: Modernist technique list.;good;AI
Act as an Executive Chef focusing on Breakfast. 1) Outline egg cookery styles. 2) Describe pancake batter resting. 3) Detail breakfast meat rendering. 4) Suggest plating aesthetics. Format: Service quick-reference.;good;AI
Act as an Executive Chef focusing on Desserts. 1) Differentiate custard types. 2) Describe tempering chocolate. 3) Detail plating negative space. 4) Explain sugar stages. Format: Confectionery guide.;good;AI
Act as an Executive Chef focusing on Charcuterie. 1) Define curing salts. 2) Describe forcemeat ratios. 3) Detail terrine assembly. 4) Outline board presentation. Format: Garde manger manual.;good;AI
Act as a Software Engineer focusing on API design. 1) Define RESTful principles. 2) Describe endpoint naming. 3) Detail rate limiting. 4) Outline versioning strategies. Format: Technical specification.;good;AI
Act as a Software Engineer focusing on Database schema. 1) Normalize to 3NF. 2) Describe indexing strategies. 3) Detail foreign key constraints. 4) Outline migration plans. Format: ERD description.;good;AI
Act as a Software Engineer focusing on CI/CD. 1) Define pipeline stages. 2) Describe automated testing. 3) Detail artifact management. 4) Outline rollback procedures. Format: DevOps workflow.;good;AI
Act as a Software Engineer focusing on Authentication. 1) Compare JWT and sessions. 2) Describe OAuth2 flow. 3) Detail password hashing. 4) Outline MFA implementation. Format: Security architecture document.;good;AI
Act as a Software Engineer focusing on Frontend state. 1) Compare Redux and Context. 2) Describe state mutation rules. 3) Detail side-effect handling. 4) Outline performance optimization. Format: Architecture review.;good;AI
Act as a Software Engineer focusing on Microservices. 1) Define service boundaries. 2) Describe inter-service communication. 3) Detail saga patterns. 4) Outline centralized logging. Format: System design brief.;good;AI
Act as a Software Engineer focusing on Caching. 1) Identify cache invalidation strategies. 2) Describe Redis data structures. 3) Detail CDN edge caching. 4) Outline hit-ratio monitoring. Format: Performance plan.;good;AI
Act as a Software Engineer focusing on WebSockets. 1) Define bidirectional communication. 2) Describe connection handling. 3) Detail heartbeat pings. 4) Outline scaling with pub/sub. Format: Implementation guide.;good;AI
Act as a Software Engineer focusing on Graph databases. 1) Compare nodes and edges. 2) Describe traversal algorithms. 3) Detail Cypher query optimization. 4) Outline use cases. Format: Technology assessment.;good;AI
Act as a Software Engineer focusing on Machine learning deployment. 1) Define model serialization. 2) Describe inference APIs. 3) Detail batch vs real-time. 4) Outline drift monitoring. Format: MLOps playbook.;good;AI
Act as a Software Engineer focusing on Containerization. 1) Write a multi-stage Dockerfile. 2) Describe layer caching. 3) Detail volume mounts. 4) Outline network bridging. Format: Deployment configuration.;good;AI
Act as a Software Engineer focusing on Serverless. 1) Define cold starts. 2) Describe event triggers. 3) Detail state management. 4) Outline cost optimization. Format: Cloud architecture plan.;good;AI
Act as a Software Engineer focusing on Load balancing. 1) Compare L4 vs L7 routing. 2) Describe health checks. 3) Detail sticky sessions. 4) Outline auto-scaling groups. Format: Infrastructure diagram text.;good;AI
Act as a Software Engineer focusing on Cyber security. 1) Identify OWASP Top 10. 2) Describe SQLi prevention. 3) Detail XSS sanitization. 4) Outline CSRF tokens. Format: Security audit checklist.;good;AI
Act as a Software Engineer focusing on Refactoring. 1) Identify code smells. 2) Describe extract method pattern. 3) Detail test-driven safeguards. 4) Outline technical debt metrics. Format: Engineering best practices.;good;AI
Act as a Software Engineer focusing on Unit testing. 1) Define mocking vs stubbing. 2) Describe AAA pattern. 3) Detail boundary testing. 4) Outline coverage thresholds. Format: QA guidelines.;good;AI
Act as a Software Engineer focusing on Git workflow. 1) Compare rebase vs merge. 2) Describe feature branching. 3) Detail commit message conventions. 4) Outline conflict resolution. Format: Team handbook.;good;AI
Act as a Software Engineer focusing on Cloud storage. 1) Compare block vs object storage. 2) Describe pre-signed URLs. 3) Detail lifecycle policies. 4) Outline replication strategies. Format: Storage architecture.;good;AI
Act as a Software Engineer focusing on Payment gateway. 1) Define PCI compliance. 2) Describe webhook idempotency. 3) Detail refund edge cases. 4) Outline SCA flow. Format: Integration manual.;good;AI
Act as a Software Engineer focusing on Analytics tracking. 1) Define event telemetry. 2) Describe data layer variables. 3) Detail privacy compliance (GDPR). 4) Outline funnel visualization. Format: Data engineering plan.;good;AI
Act as a Medical Doctor focusing on Diabetes. 1) Explain insulin resistance. 2) Describe HbA1c testing. 3) Detail dietary interventions. 4) Outline pharmacological options. Format: Patient care pathway.;good;AI
Act as a Medical Doctor focusing on Hypertension. 1) Define blood pressure stages. 2) Describe organ damage risks. 3) Detail DASH diet. 4) Outline ACE inhibitor mechanics. Format: Clinical overview.;good;AI
Act as a Medical Doctor focusing on Asthma. 1) Explain bronchial inflammation. 2) Describe spirometry results. 3) Detail inhaler techniques. 4) Outline action plans. Format: Treatment protocol.;good;AI
Act as a Medical Doctor focusing on Arthritis. 1) Differentiate OA and RA. 2) Describe joint degeneration. 3) Detail physical therapy benefits. 4) Outline DMARD therapy. Format: Diagnostic summary.;good;AI
Act as a Medical Doctor focusing on Migraines. 1) Identify aura phases. 2) Describe neurovascular triggers. 3) Detail abortive medications. 4) Outline prophylactic treatments. Format: Neurological brief.;good;AI
Act as a Medical Doctor focusing on Insomnia. 1) Differentiate onset vs maintenance. 2) Describe sleep hygiene. 3) Detail CBT-I principles. 4) Outline short-term hypnotics. Format: Sleep medicine guide.;good;AI
Act as a Medical Doctor focusing on Allergies. 1) Explain IgE mediated response. 2) Describe anaphylaxis protocol. 3) Detail antihistamine classes. 4) Outline immunotherapy. Format: Immunological report.;good;AI
Act as a Medical Doctor focusing on Flu. 1) Differentiate influenza strains. 2) Describe viral replication. 3) Detail antiviral efficacy window. 4) Outline vaccine types. Format: Infectious disease summary.;good;AI
Act as a Medical Doctor focusing on Anemia. 1) Identify iron deficiency vs B12. 2) Describe MCV variations. 3) Detail supplementation timelines. 4) Outline underlying cause investigations. Format: Hematology pathway.;good;AI
Act as a Medical Doctor focusing on Cholesterol. 1) Differentiate LDL and HDL. 2) Describe plaque formation. 3) Detail statin mechanisms. 4) Outline lipid panel goals. Format: Cardiovascular risk assessment.;good;AI
Act as a Medical Doctor focusing on Thyroid. 1) Explain TSH feedback loop. 2) Describe Hashimotos vs Graves. 3) Detail levothyroxine dosing. 4) Outline nodule evaluation. Format: Endocrine overview.;good;AI
Act as a Medical Doctor focusing on Osteoporosis. 1) Define bone mineral density. 2) Describe DEXA scan T-scores. 3) Detail bisphosphonate instructions. 4) Outline calcium/D3 needs. Format: Geriatric protocol.;good;AI
Act as a Medical Doctor focusing on Eczema. 1) Explain skin barrier dysfunction. 2) Describe steroid vehicle potency. 3) Detail emollient application. 4) Outline trigger avoidance. Format: Dermatology guide.;good;AI
Act as a Medical Doctor focusing on GERD. 1) Describe lower esophageal sphincter relaxation. 2) Detail Barretts esophagus risk. 3) Explain PPI mechanisms. 4) Outline lifestyle modifications. Format: Gastroenterology brief.;good;AI
Act as a Medical Doctor focusing on Anxiety. 1) Differentiate GAD and Panic Disorder. 2) Describe somatic symptoms. 3) Detail SSRI titration. 4) Outline grounding techniques. Format: Psychiatric care plan.;good;AI
Act as a Medical Doctor focusing on Depression. 1) Identify DSM-5 criteria. 2) Describe neurotransmitter hypotheses. 3) Detail risk assessment. 4) Outline multimodal therapy. Format: Mental health summary.;good;AI
Act as a Medical Doctor focusing on Obesity. 1) Define BMI and waist circumference. 2) Describe metabolic syndrome. 3) Detail GLP-1 agonists. 4) Outline bariatric surgery criteria. Format: Weight management protocol.;good;AI
Act as a Medical Doctor focusing on Celiac. 1) Explain autoimmune gluten response. 2) Describe villous atrophy. 3) Detail serology testing. 4) Outline hidden gluten sources. Format: Dietary medical guide.;good;AI
Act as a Medical Doctor focusing on Gout. 1) Define uric acid crystallization. 2) Describe acute flare management. 3) Detail allopurinol use. 4) Outline purine-rich foods. Format: Rheumatology brief.;good;AI
Act as a Medical Doctor focusing on Psoriasis. 1) Explain epidermal hyperproliferation. 2) Describe plaque presentation. 3) Detail topical therapies. 4) Outline biologic indications. Format: Clinical overview.;good;AI
Act as a High School Teacher focusing on Algebra. 1) Explain quadratic equations. 2) Describe factoring methods. 3) Detail graphing parabolas. 4) Outline real-world applications. Format: Lesson plan.;good;AI
Act as a High School Teacher focusing on Geometry. 1) Define Pythagorean theorem. 2) Describe congruent triangles. 3) Detail volume calculations. 4) Outline a proof structure. Format: Study guide.;good;AI
Act as a High School Teacher focusing on Biology. 1) Explain cellular respiration. 2) Describe mitosis vs meiosis. 3) Detail DNA replication. 4) Outline evolutionary theory. Format: Curriculum overview.;good;AI
Act as a High School Teacher focusing on Chemistry. 1) Define the periodic table trends. 2) Describe covalent bonding. 3) Detail stoichiometry. 4) Outline lab safety rules. Format: Course syllabus.;good;AI
Act as a High School Teacher focusing on Physics. 1) Explain Newton's laws. 2) Describe kinetic energy. 3) Detail wave properties. 4) Outline simple circuit diagrams. Format: Instructional module.;good;AI
Act as a High School Teacher focusing on Literature. 1) Analyze Shakespearean sonnets. 2) Describe character motivation. 3) Detail narrative perspective. 4) Outline an essay rubric. Format: Grading matrix.;good;AI
Act as a High School Teacher focusing on Grammar. 1) Define dependent clauses. 2) Describe active vs passive voice. 3) Detail comma splice corrections. 4) Outline sentence diagramming. Format: Worksheet framework.;good;AI
Act as a High School Teacher focusing on World History. 1) Explain the Silk Road. 2) Describe feudalism. 3) Detail the Renaissance impact. 4) Outline colonization effects. Format: Lecture notes.;good;AI
Act as a High School Teacher focusing on Geography. 1) Define tectonic plates. 2) Describe climate zones. 3) Detail demographic transitions. 4) Outline map projection distortions. Format: Study guide.;good;AI
Act as a High School Teacher focusing on Civics. 1) Explain the branches of government. 2) Describe the electoral process. 3) Detail the Bill of Rights. 4) Outline civic duties. Format: Classroom discussion prompts.;good;AI
Act as a High School Teacher focusing on Economics. 1) Define supply and demand. 2) Describe inflation mechanics. 3) Detail opportunity costs. 4) Outline market structures. Format: Lesson summary.;good;AI
Act as a High School Teacher focusing on Art History. 1) Explain Impressionism. 2) Describe perspective techniques. 3) Detail color theory. 4) Outline a museum critique assignment. Format: Project brief.;good;AI
Act as a High School Teacher focusing on Music Theory. 1) Define major scales. 2) Describe chord progressions. 3) Detail time signatures. 4) Outline ear training exercises. Format: Practice module.;good;AI
Act as a High School Teacher focusing on Physical Education. 1) Explain aerobic vs anaerobic. 2) Describe stretching protocols. 3) Detail team sportsmanship. 4) Outline a fitness test battery. Format: Evaluation rubric.;good;AI
Act as a High School Teacher focusing on Health. 1) Define macronutrients. 2) Describe stress management. 3) Detail substance abuse risks. 4) Outline sexual health education. Format: Curriculum guide.;good;AI
Act as a High School Teacher focusing on Computer Science. 1) Explain boolean logic. 2) Describe loops and conditionals. 3) Detail object-oriented concepts. 4) Outline a simple python project. Format: Coding assignment.;good;AI
Act as a High School Teacher focusing on Spanish. 1) Define subjunctive mood. 2) Describe past tense differences. 3) Detail noun-adjective agreement. 4) Outline conversational prompts. Format: Language guide.;good;AI
Act as a High School Teacher focusing on French. 1) Explain irregular verbs. 2) Describe pronunciation rules. 3) Detail article usage. 4) Outline cultural immersion tasks. Format: Lesson plan.;good;AI
Act as a High School Teacher focusing on Debate. 1) Define logical fallacies. 2) Describe rebuttal structures. 3) Detail cross-examination techniques. 4) Outline tournament rules. Format: Competition manual.;good;AI
Act as a High School Teacher focusing on Creative Writing. 1) Explain show don't tell. 2) Describe worldbuilding. 3) Detail dialogue formatting. 4) Outline a peer review process. Format: Workshop syllabus.;good;AI
Act as a Civil Engineer focusing on Bridges. 1) Compare suspension and truss designs. 2) Describe resonance mitigation. 3) Detail material fatigue. 4) Outline load testing. Format: Engineering report.;good;AI
Act as a Civil Engineer focusing on Tunnels. 1) Explain TBM operations. 2) Describe ventilation systems. 3) Detail water table management. 4) Outline emergency egress. Format: Project specification.;good;AI
Act as a Civil Engineer focusing on Dams. 1) Differentiate arch and gravity dams. 2) Describe spillway mechanics. 3) Detail hydrostatic pressure. 4) Outline environmental impact assessments. Format: Technical briefing.;good;AI
Act as a Civil Engineer focusing on Highways. 1) Explain asphalt vs concrete longevity. 2) Describe banking and super-elevation. 3) Detail drainage grading. 4) Outline traffic flow modeling. Format: Infrastructure plan.;good;AI
Act as a Civil Engineer focusing on Skyscrapers. 1) Define wind load resistance. 2) Describe tuned mass dampers. 3) Detail core wall construction. 4) Outline elevator zoning. Format: Structural analysis.;good;AI
Act as a Civil Engineer focusing on Water treatment. 1) Explain flocculation. 2) Describe reverse osmosis. 3) Detail UV sterilization. 4) Outline municipal distribution. Format: System overview.;good;AI
Act as a Civil Engineer focusing on Railways. 1) Define track gauge standards. 2) Describe ballast functionality. 3) Detail signaling systems. 4) Outline high-speed rail curves. Format: Transit design document.;good;AI
Act as a Civil Engineer focusing on Airports. 1) Explain runway orientation relative to wind. 2) Describe tarmac thickness. 3) Detail taxiway lighting. 4) Outline terminal passenger flow. Format: Master plan outline.;good;AI
Act as a Civil Engineer focusing on Seaports. 1) Define dredging requirements. 2) Describe breakwater construction. 3) Detail container crane foundations. 4) Outline tidal variation management. Format: Coastal engineering guide.;good;AI
Act as a Civil Engineer focusing on Urban drainage. 1) Explain runoff coefficients. 2) Describe retention ponds. 3) Detail storm sewer sizing. 4) Outline combined sewer overflow prevention. Format: Hydrology report.;good;AI
Act as a Civil Engineer focusing on Retaining walls. 1) Define active earth pressure. 2) Describe gabion baskets. 3) Detail weep hole drainage. 4) Outline overturning failure modes. Format: Geotechnical summary.;good;AI
Act as a Civil Engineer focusing on Foundations. 1) Differentiate shallow vs deep foundations. 2) Describe pile driving. 3) Detail soil bearing capacity. 4) Outline settlement monitoring. Format: Construction manual.;good;AI
Act as a Civil Engineer focusing on Earthquake resistance. 1) Explain base isolation. 2) Describe seismic retrofitting. 3) Detail liquefaction risks. 4) Outline building code standards. Format: Hazard mitigation plan.;good;AI
Act as a Civil Engineer focusing on Traffic lights. 1) Define phase sequencing. 2) Describe loop detectors. 3) Detail pedestrian intervals. 4) Outline grid synchronization. Format: Traffic management strategy.;good;AI
Act as a Civil Engineer focusing on Roundabouts. 1) Explain yield-at-entry mechanics. 2) Describe deflection angles. 3) Detail central island landscaping. 4) Outline accident reduction statistics. Format: Design justification.;good;AI
Act as a Civil Engineer focusing on Canals. 1) Define lock mechanisms. 2) Describe embankment stabilization. 3) Detail dredging maintenance. 4) Outline ecological disruption. Format: Waterway management document.;good;AI
Act as a Civil Engineer focusing on Aqueducts. 1) Explain gravity flow dynamics. 2) Describe siphon implementation. 3) Detail leak detection. 4) Outline historical vs modern materials. Format: Engineering comparison.;good;AI
Act as a Civil Engineer focusing on Power plants. 1) Define cooling tower operations. 2) Describe containment structures. 3) Detail high-voltage switchyards. 4) Outline site selection criteria. Format: Facility blueprint text.;good;AI
Act as a Civil Engineer focusing on Stadiums. 1) Explain cantilever roof structures. 2) Describe crowd evacuation dynamics. 3) Detail sightline geometry. 4) Outline turf drainage systems. Format: Architectural engineering brief.;good;AI
Act as a Civil Engineer focusing on Landfills. 1) Define synthetic liners. 2) Describe leachate collection. 3) Detail methane flaring. 4) Outline post-closure land use. Format: Environmental compliance report.;good;AI
Act as a Marketing Director focusing on SEO. 1) Explain keyword clustering. 2) Describe backlink acquisition. 3) Detail core web vitals. 4) Outline a content audit process. Format: Digital strategy plan.;good;AI
Act as a Marketing Director focusing on Social Media. 1) Define platform demographics. 2) Describe engagement metrics. 3) Detail content calendars. 4) Outline crisis management protocols. Format: Campaign playbook.;good;AI
Act as a Marketing Director focusing on Email campaigns. 1) Explain segmentation rules. 2) Describe A/B subject line testing. 3) Detail drip sequence logic. 4) Outline CAN-SPAM compliance. Format: Marketing automation guide.;good;AI
Act as a Marketing Director focusing on Influencer marketing. 1) Differentiate macro vs micro influencers. 2) Describe compensation models. 3) Detail FTC disclosure rules. 4) Outline ROI tracking. Format: Partnership framework.;good;AI
Act as a Marketing Director focusing on Content strategy. 1) Define pillar pages. 2) Describe tone of voice guidelines. 3) Detail repurposing workflows. 4) Outline SEO integration. Format: Content architecture document.;good;AI
Act as a Marketing Director focusing on PPC ads. 1) Explain quality score algorithms. 2) Describe negative keywords. 3) Detail bidding strategies. 4) Outline landing page optimization. Format: Ad spend rationale.;good;AI
Act as a Marketing Director focusing on Branding. 1) Define brand archetypes. 2) Describe visual identity rules. 3) Detail mission statement crafting. 4) Outline trademark protection. Format: Brand book outline.;good;AI
Act as a Marketing Director focusing on Market research. 1) Explain focus group moderation. 2) Describe survey bias avoidance. 3) Detail competitor matrix analysis. 4) Outline demographic profiling. Format: Research methodology.;good;AI
Act as a Marketing Director focusing on PR crisis. 1) Define the golden hour response. 2) Describe holding statements. 3) Detail media channel management. 4) Outline post-crisis reputation repair. Format: Emergency protocol.;good;AI
Act as a Marketing Director focusing on Product launch. 1) Explain teaser phases. 2) Describe press embargoes. 3) Detail sales enablement tools. 4) Outline post-launch debriefs. Format: Go-to-market strategy.;good;AI
Act as a Marketing Director focusing on Affiliate marketing. 1) Define commission tiers. 2) Describe cookie duration. 3) Detail fraud prevention. 4) Outline affiliate onboarding. Format: Program guidelines.;good;AI
Act as a Marketing Director focusing on Video marketing. 1) Explain hook retention. 2) Describe thumbnail psychology. 3) Detail multi-platform formatting. 4) Outline CTA placement. Format: Production brief.;good;AI
Act as a Marketing Director focusing on Podcast sponsorship. 1) Define host-read vs programmatic ads. 2) Describe CPM negotiation. 3) Detail promo code tracking. 4) Outline audience alignment. Format: Media buying plan.;good;AI
Act as a Marketing Director focusing on Event marketing. 1) Explain pre-event hype. 2) Describe booth lead capture. 3) Detail experiential activations. 4) Outline follow-up sequences. Format: Event checklist.;good;AI
Act as a Marketing Director focusing on Customer retention. 1) Define churn rate. 2) Describe loyalty programs. 3) Detail NPS surveys. 4) Outline win-back campaigns. Format: Lifecycle strategy.;good;AI
Act as a Marketing Director focusing on B2B sales. 1) Explain account-based marketing. 2) Describe whitepaper gating. 3) Detail CRM lead scoring. 4) Outline sales-marketing alignment. Format: Revenue operations plan.;good;AI
Act as a Marketing Director focusing on User acquisition. 1) Define CAC and LTV. 2) Describe freemium funnels. 3) Detail referral loops. 4) Outline app store optimization. Format: Growth hacking roadmap.;good;AI
Act as a Marketing Director focusing on Viral marketing. 1) Explain emotional triggers. 2) Describe meme hijacking. 3) Detail shareable incentives. 4) Outline network effects. Format: Creative brief.;good;AI
Act as a Marketing Director focusing on A/B testing. 1) Define statistical significance. 2) Describe multivariate testing. 3) Detail isolation of variables. 4) Outline sample size calculation. Format: Experimentation framework.;good;AI
Act as a Marketing Director focusing on Analytics reporting. 1) Explain attribution models. 2) Describe dashboard visualization. 3) Detail UTM parameters. 4) Outline executive summaries. Format: KPI report template.;good;AI
Act as a Professional Artist focusing on Oil painting. 1) Define fat over lean rule. 2) Describe underpainting techniques. 3) Detail glazing layers. 4) Outline varnish application. Format: Studio manual.;good;AI
Act as a Professional Artist focusing on Watercolor. 1) Explain wet-on-wet vs wet-on-dry. 2) Describe masking fluid usage. 3) Detail paper weight impact. 4) Outline color lifting. Format: Technique guide.;good;AI
Act as a Professional Artist focusing on Sketching. 1) Define cross-hatching. 2) Describe atmospheric perspective. 3) Detail graphite grading. 4) Outline gesture drawing. Format: Foundation syllabus.;good;AI
Act as a Professional Artist focusing on Digital art. 1) Explain layer blending modes. 2) Describe brush dynamics customization. 3) Detail vector vs raster. 4) Outline non-destructive editing. Format: Software workflow.;good;AI
Act as a Professional Artist focusing on Sculpture. 1) Define armature construction. 2) Describe subtractive carving. 3) Detail mold making. 4) Outline bronze casting steps. Format: Process overview.;good;AI
